"Time","Homes Foreclosed Alameda California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Alpine California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Amador California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Butte California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Calaveras California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Colusa California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Contra Costa California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Del Norte California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed El Dorado California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Fresno California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Glenn California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Humboldt California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Imperial California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Inyo California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Kern California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Kings California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Lake California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Lassen California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Los Angeles California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Madera California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Marin California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Mariposa California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Mendocino California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Merced California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Modoc California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Mono California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Monterey California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Napa California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Nevada California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Orange California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Placer California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Plumas California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Riverside California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Sacramento California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed San Benito California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed San Bernardino California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed San Diego California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed San Francisco California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed San Joaquin California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed San Luis Obispo California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed San Mateo California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Santa Barbara California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Santa Clara California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Santa Cruz California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Shasta California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Sierra California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Siskiyou California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Solano California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Sonoma California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Stanislaus California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Sutter California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Tehama California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Trinity California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Tulare California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Tuolumne California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Ventura California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Yolo California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Yuba California  - Homes Foreclosed
  - #/10,000 Homes"
"201403","2.57","","13.87","5.68","7.01","7.39","2.77","6.15","3.26","4.88","6.69","3.77","7.2","","5.75","7.24","9.48","20.27","2.68","4.89","0.95","4.07","5.01","3.61","14.65","1.94","3.1","1.85","3.27","1.55","3.1","7.86","4.73","5.62","4.15","5.51","2.18","0.89","6.17","1.7","0.89","2.56","0.93","1.31","8.029999999999999","24.27","11","4.87","2.07","4.81","7.64","11.47","4.65","5.14","7.9","1.86","4.49","12.76"
"201402","2.39","50","14.26","6.42","5.95","9.279999999999999","2.71","5.31","3.58","5.31","7.62","3.18","5.41","","5.8","6.57","9.619999999999999","13.14","2.7","5.2","1.1","3.3","4.57","3.67","","1.98","3.07","2.02","3.72","1.45","3.32","5.82","4.26","5.5","2.68","5.2","2.2","1.29","6.82","1.59","0.96","3.2","1.14","1.49","6.08","23.49","11.62","5.79","1.88","4.22","6.04","10.96","","5.15","4.97","1.86","3.79","10.32"
"201401","2.66","","13.84","7.83","5.84","5.52","3.38","5.52","4.44","5.54","6.72","4.37","5.36","3.64","6.47","6.37","12.57","12.82","2.97","5.35","1.2","4.37","3.72","4.23","7.36","3.15","2.9","2.46","4.06","1.64","3.13","5.1","5.09","5.91","3.09","5.72","2.28","1.22","7.59","1.72","1.2","3.71","1.27","1.74","6.67","36.61","11.02","6.2","2.4","4.25","7.29","12.07","2.45","5.47","6.92","2","3.84","10.49"
"201312","2.31","","10.11","7.15","6.26","8.44","3.36","4.75","4.33","4.6","7.61","3.69","4.6","2.73","6.04","7.59","12.52","19.45","2.92","4.96","1.52","5.11","4","4.95","11.85","2.91","2.42","3.21","3.9","1.49","3.09","8.31","5.07","5.31","2.57","6.01","2.33","1.28","6.75","2.31","1.12","3.68","1.1","1.84","6.75","18.96","8.09","5.51","2.59","4.49","7.77","12.14","5.61","5.31","6.32","1.9","3.37","8.98"
"201311","2.43","9.31","9.84","5.22","5.17","7.01","3.19","4.59","4.39","3.53","8.220000000000001","2.98","4.48","4.48","5.53","6.39","15.22","25.82","2.71","5.43","1.98","4.1","3.21","4.53","11.64","3.03","2.36","2.9","2.78","1.65","3.05","9.109999999999999","5.08","5.49","2.13","6.4","2.51","1.49","5.47","2.11","1.16","3.1","1","1.88","6.75","35.42","11.5","4.66","2.29","4.63","5.65","10.26","7.02","5.33","6.95","1.85","3.07","7.32"
"201310","2.62","16.58","12.55","4.47","6.41","11.78","3.38","5.3","4.14","3.8","7.59","4.32","4.38","1.88","5.65","5.62","13.5","21.27","2.75","4.56","1.85","5.28","3.67","4.69","17.89","1.19","2.59","2.5","2.46","1.84","3.25","12.5","5.14","5.51","3.04","6.85","2.45","1.42","5.71","2.09","1.29","3.33","0.95","1.96","7.19","30.36","11.54","5.15","2.2","5.16","4.79","9","7.91","5.85","5.04","1.98","3.25","8.779999999999999"
"201309","2.79","","9.81","4.3","6.64","7.12","3.17","4.73","3.82","3.74","4.07","3.91","6.21","3.77","5.55","4.08","8.789999999999999","16.11","2.65","3.83","1.26","8.24","4.38","4.16","29.03","1.31","2.84","2.94","2.39","1.78","2.89","12.15","5.19","5.28","2.59","6.23","2.25","1.27","5.09","2.06","1.39","2.84","1.04","2.07","6.98","","11.46","5.1","2.15","5.37","4.15","8.08","8.84","5.23","5.2","2.13","3.76","9.890000000000001"
"201308","2.69","20.94","10.54","4.78","6.33","4.1","3.22","4.4","2.99","3.84","5.99","5.02","9.07","3.16","6.09","4","8.18","15.04","2.82","3.93","1.35","6.63","4.22","5.25","10.77","1.78","2.86","2.43","3.25","1.79","2.32","20.41","5.32","4.99","3.34","6.24","2.32","1.16","5.46","2.31","1.22","2.63","1.17","2.29","6.14","","12.65","5.42","2.02","4.76","4.97","10.51","10.67","4.27","4.8","2.27","3.06","9.710000000000001"
"201307","2.65","38.92","8.970000000000001","4.33","5.05","5.26","3.4","4.27","3.16","3.8","5.74","4.38","8.01","3.34","5.47","4.51","8.73","12.39","3.09","5.24","1.62","5.38","4.24","5.02","6.39","1.71","3.24","3.42","3.29","2","2.34","17.16","5.64","4.98","3.63","6.45","2.38","1.31","5.57","1.95","1.07","2.63","1.17","2.62","6.28","","14.39","4.72","2.6","4.77","3.91","14.19","4.98","4.29","4.54","2.27","2.92","10.08"
"201306","2.73","65.98999999999999","8.880000000000001","5.4","4.91","3.86","3.61","3.94","3.78","4.87","11.38","4.3","7.29","2.9","5.75","6.82","11.04","14.12","3.22","6.7","2.06","6.11","4.86","4.86","10.91","2.28","4.16","3.62","3.08","2.17","3.32","24.51","6.03","5.54","1.99","6.2","2.71","1.3","6.01","2.15","1.08","3.48","1.11","2.93","8.039999999999999","18.59","14.8","5.88","3","5.57","5.52","14.48","6.06","5.79","5.93","2.47","3.67","9.279999999999999"
"201305","3.61","35.79","9.140000000000001","5.9","7.97","6.96","4.55","5.91","6.19","5.9","10.41","3.48","7.07","4.72","7.05","8.460000000000001","13.3","19.68","3.8","7.39","2.04","5.4","6.25","6.26","25.4","2.29","4.18","4.03","3.9","2.41","4.4","24.7","6.51","6.88","3.91","7.79","3.37","1.35","6.97","3.05","1.58","4.81","1.29","3.77","8.9","22.36","12.98","8.01","3.84","6.85","6.47","18.29","5.48","6.98","7.63","3.25","4.39","12.03"
"201304","4.38","16.63","11.61","7.18","9.76","10.08","5.79","6.1","6.65","6.34","8.44","3.56","8.93","2.74","7.85","10.09","13.56","23.72","4.29","8.74","1.81","5.77","5.41","6.86","32.3","4.2","4.41","5.67","3.73","2.7","5.63","31.03","6.9","8.109999999999999","3.64","8.869999999999999","4.02","1.5","7.85","3.06","2.09","5.65","1.49","3.33","9.220000000000001","35.41","14.23","8.77","4.01","8.99","7.87","13.68","9.18","6.78","10.63","3.7","5.15","10.31"
"201303","4.69","33.38","11.61","8.619999999999999","11.07","16.73","5.74","9.31","6.06","5.49","7.91","3.97","8.470000000000001","6.49","8.68","8.640000000000001","12.81","22.63","4.56","11.13","2.76","7.63","6.92","7.6","12.17","5.3","5.67","6.89","4.28","2.9","6.57","31.11","7.33","8.380000000000001","4.55","8.699999999999999","4.09","1.84","8.539999999999999","2.57","2.34","5.56","1.77","3.79","10.36","45.47","15.16","7.02","4.3","9.630000000000001","7.19","13.48","14.04","6.93","10.35","4.31","6.84","9.74"
"201302","5.28","38.91","13.66","9.289999999999999","13.3","18.16","6.12","10.08","6.38","6.88","11.22","3.79","10.35","8.869999999999999","11.13","8.140000000000001","12.52","23.35","5.3","11.54","3.44","8.91","9.300000000000001","10.09","7.51","6.39","7.4","6.76","5.09","3.34","6.49","30.09","9.08","9.5","5.67","10.04","4.86","2.5","10.54","3.23","2.78","6.1","2.08","4.13","11.76","41.32","15.61","8.84","5.21","9.460000000000001","10.26","18.57","18.2","8.49","13.43","4.91","7.48","12"
"201301","5.98","21.18","18.49","11.01","15.26","23.49","7.77","12.67","7.8","8.949999999999999","11.36","5.1","12.25","8.94","13.82","12.29","16.77","27.96","6.49","14.3","3.65","11.48","11.74","13.53","21.51","6.89","7.91","7.66","6.54","4.33","7.71","35.57","11.79","11.78","8.16","12.15","5.97","2.99","13.7","4.21","3.26","7.26","2.64","5.51","13.49","46.08","17.31","12.12","6.35","11.91","15.23","22.11","15.52","9.9","16.92","5.84","8.91","19.27"
"201212","6.14","53.43","19.32","12.45","18.53","14.99","8.66","11.3","9.19","10.06","12.87","5.98","14.52","9.48","14.72","16","22.95","36.3","7.29","14.54","3.2","14.74","12.12","15.31","30.08","9.880000000000001","8.220000000000001","8.210000000000001","5.74","4.77","8.279999999999999","31.47","13.49","13.64","8.380000000000001","13.49","6.35","2.92","15.25","5.16","3.63","8.27","3","5.8","15.99","31.41","20.88","15.5","7.39","12.94","20.03","23.94","16.84","10.74","16.07","5.7","12.06","23.18"
"201211","7.32","71.65000000000001","22.75","13.49","21.5","13.58","9.27","11.75","9.68","11.31","16.12","6.67","16.54","9.81","15.26","18.82","23.85","36.15","7.93","15.8","3.67","16.88","11.36","17.36","41.45","10.29","9.279999999999999","7.87","6.52","4.86","9.44","25.83","16.06","15.25","9.619999999999999","15.69","7.12","2.94","17.23","5.68","3.79","9.27","3.39","6.99","18.07","16.67","21.62","16.3","8.49","13.63","21.38","20.72","11.62","11.91","14.94","5.76","12.36","21.41"
"201210","8.34","97.38","16.53","12.83","25.31","14.77","9.85","10.01","10.24","12.59","18.09","7.5","18.36","8.470000000000001","16.26","17.14","22.46","33.73","8.24","15.62","4.32","13.52","11.35","19.81","15.89","11.18","9.789999999999999","9.25","6.78","5.14","8.710000000000001","30.52","16.96","15.61","8.56","17.32","7.57","3.48","18.75","6.37","3.52","10.02","3.58","7.09","17.78","37.32","15.49","16.3","8.49","14.93","18.44","18.65","9.220000000000001","13.01","11.63","6.63","8.56","19.35"
"201209","8.369999999999999","84.56","14.3","11.8","18.23","18.01","10.05","8.98","9.27","12.07","12.61","5.85","16.43","3.83","16.18","14.97","21.32","33.06","7.85","14.14","3.47","15.34","11.2","16.91","7.37","10.34","9.08","9.5","8.470000000000001","4.95","9.279999999999999","33.39","15.92","14.71","9.789999999999999","17.54","7.48","4.07","17.27","5.67","3.43","10.52","3.71","6.73","16.99","47.71","16.57","15.51","8.279999999999999","14.6","15.42","24.14","6.24","13.62","12.16","7.37","7.75","20.15"
"201208","7.89","101.98","14.25","10.96","21.78","11.89","9.98","7.5","9.1","10.43","12.24","6.64","13.89","1.53","15.69","14.07","22.87","25.68","7.56","12.35","3.34","12.67","10.12","13.87","","11.02","7.22","8.92","8.17","4.83","8.390000000000001","34.59","14.86","13.51","10.73","15.64","7.14","3.91","16.69","5.53","3.67","9.539999999999999","3.77","5.86","15.25","27.73","16.82","15.25","7.96","15.13","13.17","26.09","7.99","10.9","11.36","7.04","7.26","19.86"
"201207","7.53","","16.45","10.92","17.36","16.32","9.75","6.72","9.279999999999999","8.98","13.12","7.49","14.7","","17.13","13.84","22.08","28.35","7.28","10.7","3.24","9.369999999999999","8.52","13.15","","6.91","7.07","6.71","6.9","4.63","8.58","38.59","13.52","13.51","13.21","14.65","6.71","3.74","16.73","4.87","3.86","7.75","3.57","6.25","14.88","39.81","16.83","14.52","6.91","13.94","12.6","25.92","11.84","11.08","14.69","5.71","8.48","17.36"
"201206","8.41","20.41","17.59","11.29","15.6","10.75","9.720000000000001","8.800000000000001","10.02","9.56","17.15","7.52","14.6","2.35","18.03","13.85","21.88","23.42","7.41","11.82","4.09","9.630000000000001","7.77","12.2","6","5.67","7.91","7.84","7.59","4.77","8.91","41.5","13.49","14.29","15.33","14.32","6.74","3.88","16.35","5.82","4.4","9.27","3.29","6.03","14.92","56.74","19.14","14.13","6.64","14.21","15.74","26.64","8.1","11.2","14.07","6.08","8.75","20.5"
"201205","9.52","","16.99","10.47","13.79","13.2","10.05","9.050000000000001","9.25","9.15","12.8","4.66","16.47","4.76","16.37","14.57","19.23","28.93","7.65","11.3","3.85","13.79","9.279999999999999","13.68","13.81","7.12","8.220000000000001","7.91","7.9","5.2","10.37","42.07","13.95","15.25","16.48","14.55","7.14","3.65","17.12","5.36","4.22","9.960000000000001","3.77","5.9","14.84","65.75","18.85","14.69","7.61","14.74","18.38","28.17","5.49","12.17","9.949999999999999","6.69","9.470000000000001","18.91"
"201204","10.33","20.65","18.83","10.59","14.07","14.96","11.02","8.82","9.699999999999999","9.16","15.46","5.08","18.44","6.09","15.35","14.67","18.75","33.21","8.24","12.72","5.18","13.49","10.71","15.57","18.34","5.78","9.710000000000001","10.01","7.56","6.14","11.33","44.97","15.22","16.63","13.97","15.68","7.94","3.73","18.24","5.99","4.68","10.94","4.56","5.94","16.66","65.16","17.71","16.23","8.15","16.8","16.44","26.32","7.25","12.38","10.58","7.79","12.18","22.5"
"201203","12.23","29.5","22.4","12.11","15.51","17.04","12.85","8.550000000000001","12.16","11.39","13.92","5.98","20.07","6.24","17.06","17.91","22.89","33.97","9.5","15.07","6.04","15.4","12.51","17.57","22.41","6.03","12.77","12.8","9.09","7.2","12.25","52.83","18.43","19.35","16.2","18.27","8.779999999999999","5.26","21.56","7.89","5.49","12.23","5.79","8.68","17.27","64.56999999999999","20.95","19.06","9.94","19.98","20.24","27.94","11.22","13.77","16.53","9.23","14.13","25.59"
"201202","14.41","","24.47","12.85","18.14","16.16","15.25","8.52","13.81","15.55","18.44","7.64","20.94","7.45","18","17.69","24.89","33.31","10.35","17.78","6.92","13.17","12.29","20.9","28.17","5.13","15.12","15.35","11.08","7.76","14.34","58.59","20.97","21.76","18.94","21.12","10.35","6.66","22.63","9.869999999999999","6.83","15.29","7.07","11.43","19.71","37.93","22.6","22.04","11.23","22.92","26.2","28.88","11.37","15.36","19.52","10.18","14.13","33.52"
"201201","14.34","","23.34","14.96","20.53","16.75","16.34","10.8","17.85","17.4","11.59","9.029999999999999","21.65","4.9","18.27","20.46","26.16","37.92","10.87","18.22","6.46","15.56","14.12","24.42","30.65","7.73","14.84","14.55","13.38","8.140000000000001","15.14","51.94","21.83","23.37","19.9","21.82","11","6.37","23.17","9.880000000000001","7.09","16.05","6.92","11.56","20.95","41.17","19.12","22.91","12.09","24.35","29.54","32.57","8.15","15.74","17.28","10.24","14.19","38"
"201112","12.51","","15.87","13.73","17.33","14.74","14.88","8.710000000000001","14.72","15.52","11.01","9.1","18.51","8.75","16.4","17.41","21.53","30.8","11.65","17.94","5.05","14.55","13.01","22.76","18.82","8.5","12.94","11.75","11.77","8.06","14","52.06","20.21","21.2","16.02","19.79","10.57","5.29","22.44","8.630000000000001","6.44","15.03","6.3","9.890000000000001","17.78","46.88","18.59","21.05","10.91","21.92","24.77","26.2","7.98","14.88","13.3","10.09","14.1","34.1"
"201111","12.64","8.289999999999999","15.25","12.12","14.88","15.57","15.18","9.19","12.28","14.82","14.96","9.42","19.87","13.59","16.19","18.18","20.17","21.7","11.65","20.11","5.71","14.56","11.87","23.37","","9.06","13.75","13.04","11.28","7.97","14.06","42.45","20.54","19.8","15.96","19.34","10.59","5.19","23.55","8.869999999999999","6.81","14.12","6.93","8.76","16.32","26.77","16.73","22.18","11.5","21.54","20.59","26.61","10.97","14.12","13.73","10.36","15.07","29.83"
"201110","14.22","15.91","15.06","13.13","17.96","17.83","17.44","12.84","14.52","17.01","21.04","8.619999999999999","22.27","15.47","18.28","20.59","19.25","29.91","12.71","21.84","6.71","12.58","12.12","25.57","4.35","9.869999999999999","16.77","13.45","12.14","8.4","14.76","38.68","23.09","21.8","16.28","22.27","11.39","6.2","25.61","10.14","7.09","13.99","7.81","9.890000000000001","19.11","39.22","16.1","23.7","12.72","22.12","22.62","34.01","15.16","17.39","15.32","11.36","16.13","34.92"
"201109","15.67","12.42","21.56","14.15","19.23","19.38","18.52","11.69","17.21","19.92","17.42","8.369999999999999","25.61","7.44","19.92","21.5","21.46","30.56","13.76","26.94","6.92","13.81","15.59","30.1","12.74","13.16","18.24","14.96","13.05","9.4","15.18","21.89","24.97","24.49","20.88","24.62","12.32","6.3","28.83","11.75","7.25","13.97","8.199999999999999","11.01","22.08","48.93","17.34","27.02","13.53","25.21","22.89","36.47","20.17","18.72","17.03","11.67","15.73","34.3"
"201108","14.99","7.51","25.88","15.34","19.01","23.58","18.68","9.210000000000001","19.81","21.12","18.51","7.97","25.18","7.41","21.71","21.08","25.57","28.29","14.11","27.02","6.52","14.45","15.36","28.33","20.94","11.59","17.86","11.85","13.34","9.73","16.16","23.47","26.01","25.47","19.34","26.22","12.55","5.72","28.42","11.06","7.28","14.91","8.140000000000001","10.44","20.87","63.82","16.83","26.81","13.88","27.03","21.33","32.48","21.12","19.77","16.73","10.95","16.61","35.12"
"201107","15.23","","25.4","15.94","22.43","25.37","18.29","8.1","19.73","21.53","14.96","7.71","23.98","9.800000000000001","23.17","21.11","37.05","28.27","14.16","28.37","6.68","18.8","13.49","29.61","27.11","10.6","18.73","14.3","14.25","9.56","17.46","27.25","26.88","26.28","18.81","27.37","12.85","5.72","28.79","13.4","6.67","15.08","8.619999999999999","11.24","20.04","24","17.6","26.92","13.4","30","26.14","35.96","20.37","20.79","17.39","11","19.66","33.8"
"201106","15.11","18.47","23.84","15.91","21.07","24.33","19.34","8.369999999999999","18.75","22.74","18.8","8.69","27.16","7.19","24.69","21.12","37.15","40.59","14.66","28.68","6.71","17.63","13.12","32.27","17.82","6.72","20.14","15.46","15.6","9.710000000000001","18.56","29.22","28.44","28.36","21.94","29.46","13.7","6.01","31.59","13.89","6.45","16.22","8.550000000000001","9.67","17.41","","22.33","27.46","13.3","30.89","28.51","41.65","18.88","20.23","17.92","11.81","22.42","40.81"
"201105","15.36","31.86","23.91","16.63","23.1","28.51","19.57","11.58","18.58","23.52","23.56","8.1","29.74","6.75","24.05","24.19","28.96","38.27","13.92","28.23","6.75","19.68","14.28","36.66","14.59","8.039999999999999","21.23","14.65","16.31","9.75","19.36","32.2","27.68","28.2","23.74","27.64","13.78","6.09","31.54","13.46","6.61","13.07","8.18","9.460000000000001","20.3","21.42","25.13","26.38","13.52","30.44","29.51","42.11","11.95","20.57","17.77","11.2","23.36","42.88"
"201104","15.66","19.44","26.22","17.7","26.49","27.3","20.33","11.22","20.12","24.9","29.96","8.33","30.24","11.44","26.33","27.53","30.95","39.45","14","31.21","8.09","19.88","14.81","37.99","29.24","9.279999999999999","18.68","15.97","15.49","9.52","19","29.47","29.93","29.29","23.44","28.25","14.54","6.54","33.15","12.93","7.32","14.68","8.31","10.62","23.31","50.78","26.36","27.63","14.29","30.3","27.62","42.92","9.039999999999999","21","20.07","10.42","24.97","44.63"
"201103","16.12","46.46","28.34","16.21","32.3","24.7","20.77","12.72","21.39","23.38","27.86","8.529999999999999","28.73","16.58","27.1","29.82","32.41","36.97","14.65","33.18","8.25","18.3","19.06","39.82","25.01","11.6","20.23","14.85","14.38","9.92","18.09","26.76","30.3","29.55","21.11","28.81","14.82","7.45","34.05","13.87","7.72","15.37","8.720000000000001","11.59","24.96","61.96","22.68","29.61","14.88","30.47","28.57","41.91","12.71","22.57","19.25","10.6","27.59","43.27"
"201102","14.76","60.96","25.64","15.46","28.17","25.14","19.51","12.11","18.19","22.28","22.64","7.45","26.47","18.14","25.42","26.07","30.18","27.11","13.12","31.06","7.76","12.61","17.23","34.54","","12.3","18.57","12.51","11.56","9.27","15.89","20.18","26.61","26.42","15.69","25.91","13.62","6.41","31.09","12.3","7.45","15.19","8.66","10.34","20.66","63.12","19.8","27.71","13.68","29.16","21.86","35.61","13.92","20.42","17.89","10.16","22.73","40.1"
"201101","14.65","63.67","24.99","12.61","22.56","20.32","18.34","14.08","16.01","20.27","15.6","8.25","23.93","12.79","21.44","24.11","32.84","27.22","12.43","27.18","6.34","13.2","15.5","30.33","4.96","13.94","17.32","13.11","11.06","8.99","16.73","17.57","23.66","25.16","17.85","24.07","12.77","6.3","29.32","11.69","6.54","13.81","8.640000000000001","9.5","16.87","26.5","17.77","25.47","12.81","28.26","19.75","29.5","5.35","17.34","16.95","10.85","18.94","38.82"
"201012","14.06","32.6","18.18","11.46","17.71","18.08","16.21","9.19","14.15","18.97","15.9","6.27","22.54","8.130000000000001","19.52","20.12","26.99","28.19","11.36","24.37","6.37","9.76","13.29","28.73","","11.89","15.96","13.57","9.58","8.4","15.38","14.02","21.51","21.76","17.41","21.71","11.53","5.72","27.19","11.44","6.62","11.7","7.83","8.369999999999999","14.17","21.39","11.92","22.35","11.68","25.14","16.36","29.42","9.390000000000001","16.31","17.17","10.55","14.88","31.22"
"201011","16.2","10.24","21.04","12.32","17.99","19.37","17.85","9.470000000000001","15.33","21.01","19.33","6.21","27.55","8.65","23.66","20.26","23.31","29.5","12.76","28.31","7.77","10.88","14.42","29.2","18.85","11.4","18.39","17.24","10.36","9.24","16.31","14.29","24.91","23.91","20.92","24.9","13.36","6.76","30.7","11.61","6.7","12.32","8.279999999999999","10.23","15.39","47.64","14.4","24.44","12.65","28.64","19.61","33.85","12.45","20.3","16.79","10.65","16.99","27.55"
"201010","18.68","23.88","27.05","14.05","19.58","33.58","21.28","8.119999999999999","19.94","25.35","25.93","5.86","33.72","9.029999999999999","30.73","22.11","30.09","31.26","14.7","34.01","8.640000000000001","9.529999999999999","17.07","38.51","32.14","11.7","22.28","17.5","12.43","10.45","19.03","16.54","31.61","29.06","24.18","30.51","15.66","6.81","37.86","13.56","8.449999999999999","14.83","10.02","10.97","19.65","59.2","20.96","30.62","15.26","35.63","26.5","37.21","18.32","26.24","19.84","12.55","18.69","37.56"
"201009","17.72","28.63","32.92","14.93","21.86","43.72","21.42","10.91","21.19","25.74","23.91","6.09","34.06","5.3","30.53","23.88","32.57","31.32","15.02","32.76","8.08","9.960000000000001","16.79","41.99","15.2","13.77","22.83","16.29","14.24","10.48","18.98","10.48","32.74","29.79","24.11","31.39","15.79","7.15","38.04","13.06","8.460000000000001","14.57","9.69","11.2","20.06","40.39","22.6","32.35","15.44","39.83","31.29","36.9","11.04","26.07","22.81","12.81","19.55","43"
"201008","15.77","13.48","24.75","13.99","20.64","26.26","20.42","4.61","19.13","23.02","17.16","5.98","31.91","7.45","28.7","23.41","31.85","28.76","13.63","29.06","7.02","9.300000000000001","13.25","38.38","11.34","12.69","21.78","14.3","13.06","9.710000000000001","17.54","8.720000000000001","31.13","28.71","22.11","29.44","14.88","7.1","35.36","11.16","7.74","13.99","9.35","10.26","19.76","45.57","19.33","30.32","13.29","37.63","27.39","34.34","12.26","23.53","20.68","11.1","15.61","43.44"
"201007","14.66","","22.56","14.13","21.94","22.79","20.09","4.49","18.29","23.05","13.8","5.39","32.41","6.59","27.99","24.45","32.76","30.44","13.66","31.14","6.6","8.35","14.05","41.87","4.97","7.53","22.12","14.04","13.19","9.699999999999999","17.42","9.380000000000001","30.59","26.94","22.08","28.84","14.66","6.97","34.32","11.05","6.86","13.18","8.890000000000001","10.22","19.1","59.5","16.98","27","12.85","37.95","24.14","36.79","10.75","21.66","20.79","10.93","14.38","41.57"
"201006","15.61","28.37","23","15.58","25.78","22.65","21.47","5.04","18.98","24.23","17.15","6.39","33.59","7.25","30.29","23.61","31.45","29.65","14.82","34.5","6.47","11.9","13.67","47.14","9.869999999999999","7.84","25.41","15.47","14.21","10.11","18.1","12.58","33.61","28.76","23.04","31.6","16.02","6.97","37.22","11.19","7.15","14.01","9.609999999999999","10.92","22.55","46.08","19.12","28.13","13.09","39.54","25.12","35.4","9.57","22.82","21.08","12.03","15.24","43.68"
"201005","16.57","61.19","25.56","15.37","25.42","23.59","21.46","4.68","19.64","24.67","20.19","5.41","35.94","2.24","32.15","21.16","31.65","36.6","15.58","34.08","6.72","9.56","14.93","46.01","10.65","6.83","27.09","16.53","15.37","10.69","19.42","10.77","35.29","30.09","23.59","32.85","16.47","6.52","38.33","11.69","7.45","14.25","9.99","9.48","19.66","45.44","21.06","28.92","14.32","39.31","25.09","33.64","11.86","23.57","21.35","12.92","17.1","44.47"
"201004","17.24","66.93000000000001","25.17","15.85","23.22","25.13","22.56","6.66","18.13","25.03","16.05","6.33","35.96","3.89","32.3","19.8","33.65","31.63","15.74","33.69","7.72","11.42","14.13","46.71","10.41","6.54","27.11","15.81","14.5","10.71","18.89","9.289999999999999","36.35","32.04","25.99","33.05","17.13","6.58","39.34","11.61","8.33","15.04","10.69","9.44","19.88","30.66","21.33","31.4","14.99","40","26.35","25.05","16.94","22.64","18.57","12.91","19.74","43.69"
