Traditional Housing Affordability Index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Month/QTR,CA,Alameda,Amador,Butte,Contra Costa,El Dorado,Fresno,Humboldt,Kern,Kings,Lake,LA,Madera,Marin,Mariposa/Tuolumne,Mendocino,Merced,Monterey,Napa,Orange,Placer,Riverside,Sacramento,San Benito,San Bernardino,San Diego,San Francisco,San Joaquin,San Luis Obispo,San Mateo,Santa Barbara,Santa Clara,Santa Cruz,Shasta,Siskiyou,Solano,Sonoma,Stanislaus,Sutter,Tehama,Tulare,Ventura,Yolo,Yuba
Jan-01,0.35,0.21,,,0.14,,0.58,,,,,0.38,,0.16,,,0.47,,,0.29,,0.48,0.54,,0.55,0.25,0.11,,0.23,0.14,0.19,0.17,0.16,,,,0.20,,,,,0.36,,
Feb-01,0.36,0.20,,,0.15,,0.58,,,,,0.38,,0.16,,,0.44,,,0.31,,0.45,0.52,,0.56,0.25,0.11,,0.22,0.13,0.25,0.19,0.15,,,,0.16,,,,,0.38,,
Mar-01,0.34,0.19,,,0.13,,0.55,,,,,0.37,,0.17,,,0.48,,,0.29,,0.45,0.51,,0.52,0.26,0.11,,0.24,0.15,0.24,0.19,0.15,,,,0.18,,,,,0.37,,
Apr-01,0.34,0.19,,,0.13,,0.53,,,,,0.38,,0.15,,,0.46,,,0.28,,0.42,0.50,,0.54,0.25,0.11,,0.26,0.17,0.21,0.22,0.14,,,,0.21,,,,,0.37,,
May-01,0.34,0.22,,,0.14,,0.53,,,,,0.37,,0.17,,,0.48,,,0.29,,0.41,0.49,,0.54,0.26,0.12,,0.28,0.17,0.26,0.22,0.15,,,,0.19,,,,,0.33,,
Jun-01,0.32,0.21,,,0.11,,0.53,,,,,0.35,,0.16,,,0.40,,,0.29,,0.40,0.48,,0.52,0.25,0.12,,0.23,0.17,0.26,0.21,0.18,,,,0.19,,,,,0.34,,
Jul-01,0.32,0.21,,,0.14,,0.50,,,,,0.35,,0.17,,,0.44,,,0.28,,0.43,0.49,,0.52,0.24,0.12,,0.24,0.17,0.14,0.23,0.15,,,,0.18,,,,,0.31,,
Aug-01,0.30,0.22,,,0.14,,0.52,,,,,0.34,,0.17,,,0.41,,,0.27,,0.44,0.49,,0.52,0.24,0.13,,0.27,0.18,0.17,0.25,0.19,,,,0.21,,,,,0.35,,
Sep-01,0.33,0.25,,,0.16,,0.50,,,,,0.35,,0.18,,,0.44,,,0.30,,0.41,0.51,,0.55,0.25,0.15,,0.26,0.19,0.26,0.27,0.20,,,,0.21,,,,,0.33,,
Oct-01,0.36,0.25,,,0.17,,0.53,,,,,0.36,,0.20,,,0.43,,,0.31,,0.46,0.52,,0.54,0.29,0.16,,0.29,0.19,0.27,0.30,0.20,,,,0.22,,,,,0.36,,
Nov-01,0.35,0.26,,,0.18,,0.52,,,,,0.36,,0.20,,,0.40,,,0.33,,0.45,0.52,,0.54,0.29,0.14,,0.28,0.21,0.28,0.29,0.20,,,,0.23,,,,,0.35,,
Dec-01,0.33,0.25,,,0.18,,0.52,,,,,0.36,,0.20,,,0.50,,,0.31,,0.44,0.51,,0.53,0.27,0.15,,0.29,0.20,0.22,0.29,0.21,,,,0.24,,,,,0.39,,
Jan-02,0.31,0.25,,,0.16,,0.51,,,,,0.34,,0.20,,,0.42,,,0.31,,0.44,0.50,,0.54,0.27,0.17,,0.25,0.20,0.21,0.29,0.20,,,,0.23,,,,,0.37,,
Feb-02,0.30,0.21,,,0.15,,0.50,,,,,0.33,,0.18,,,0.40,,,0.26,,0.42,0.50,,0.55,0.25,0.14,,0.22,0.17,0.20,0.23,0.17,,,,0.19,,,,,0.36,,
Mar-02,0.29,0.21,,,0.11,,0.51,,,,,0.33,,0.16,,,0.40,,,0.25,,0.39,0.48,,0.53,0.23,0.12,,0.20,0.16,0.22,0.22,0.16,,,,0.19,,,,,0.36,,
Apr-02,0.27,0.17,,,0.11,,0.52,,,,,0.31,,0.14,,,0.40,,,0.23,,0.36,0.46,,0.53,0.22,0.13,,0.21,0.15,0.10,0.21,0.16,,,,0.17,,,,,0.32,,
May-02,0.28,0.18,,,0.09,,0.50,,,,,0.31,,0.15,,,0.38,,,0.22,,0.39,0.44,,0.52,0.20,0.10,,0.21,0.16,0.21,0.20,0.15,,,,0.18,,,,,0.32,,
Jun-02,0.27,0.17,,,0.10,,0.46,,,,,0.31,,0.16,,,0.37,,,0.22,,0.37,0.44,,0.51,0.20,0.12,,0.20,0.16,0.21,0.20,0.16,,,,0.17,,,,,0.33,,
Jul-02,0.28,0.18,,,0.10,,0.47,,,,,0.31,,0.16,,,0.38,,,0.22,,0.38,0.43,,0.51,0.20,0.13,,0.23,0.17,0.17,0.22,0.16,,,,0.18,,,,,0.28,,
Aug-02,0.28,0.19,,,0.11,,0.47,,,,,0.29,,0.17,,,0.39,,,0.23,,0.39,0.42,,0.52,0.20,0.14,,0.20,0.17,0.16,0.25,0.16,,,,0.18,,,,,0.30,,
Sep-02,0.29,0.20,,,0.12,,0.47,,,,,0.31,,0.18,,,0.35,,,0.24,,0.41,0.42,,0.50,0.20,0.14,,0.24,0.18,0.22,0.28,0.17,,,,0.20,,,,,0.30,,
Oct-02,0.30,0.21,,,0.13,,0.45,,,,,0.31,,0.18,,,0.36,,,0.24,,0.40,0.43,,0.52,0.22,0.14,,0.24,0.20,0.15,0.27,0.18,,,,0.22,,,,,0.31,,
Nov-02,0.30,0.22,,,0.14,,0.46,,,,,0.29,,0.18,,,0.34,,,0.25,,0.37,0.43,,0.50,0.22,0.14,,0.23,0.19,0.22,0.28,0.20,,,,0.22,,,,,0.32,,
Dec-02,0.28,0.22,,,0.12,,0.48,,,,,0.31,,0.21,,,0.36,,,0.25,,0.37,0.43,,0.51,0.22,0.15,,0.22,0.21,0.21,0.28,0.20,,,,0.22,,,,,0.30,,
Jan-03,0.29,0.24,,,0.16,,0.46,,,,,0.30,,0.21,,,0.32,,,0.25,,0.38,0.43,,0.48,0.22,0.15,,0.22,0.20,0.21,0.31,0.20,,,,0.21,,,,,0.31,,
Feb-03,0.30,0.21,,,0.13,,0.46,,,,,0.31,,0.17,,,0.34,,,0.21,,0.36,0.43,,0.50,0.22,0.11,,0.18,0.18,0.18,0.25,0.16,,,,0.19,,,,,0.32,,
Mar-03,0.28,0.19,,,0.12,,0.44,,,,,0.31,,0.17,,,0.36,,,0.22,,0.34,0.43,,0.49,0.21,0.12,,0.19,0.17,0.15,0.25,0.17,,,,0.20,,,,,0.31,,
Apr-03,0.27,0.20,,,0.10,,0.44,,,,,0.29,,0.17,,,0.33,,,0.21,,0.33,0.43,,0.49,0.22,0.11,,0.17,0.18,0.12,0.26,0.16,,,,0.18,,,,,0.23,,
May-03,0.27,0.20,,,0.11,,0.44,,,,,0.28,,0.18,,,0.31,,,0.21,,0.35,0.42,,0.47,0.21,0.12,,0.18,0.17,0.19,0.26,0.17,,,,0.17,,,,,0.26,,
Jun-03,0.27,0.20,,,0.12,,0.43,,,,,0.29,,0.18,,,0.33,,,0.22,,0.33,0.41,,0.46,0.20,0.13,,0.20,0.17,0.21,0.26,0.17,,,,0.16,,,,,0.27,,
Jul-03,0.26,0.20,,,0.13,,0.42,,,,,0.27,,0.18,,,0.33,,,0.21,,0.33,0.42,,0.45,0.19,0.12,,0.19,0.18,0.12,0.28,0.19,,,,0.17,,,,,0.27,,
Aug-03,0.24,0.20,,,0.11,,0.40,,,,,0.24,,0.18,,,0.30,,,0.18,,0.31,0.39,,0.44,0.17,0.12,,0.18,0.18,0.13,0.26,0.18,,,,0.16,,,,,0.24,,
Sep-03,0.24,0.19,,,0.10,,0.41,,,,,0.24,,0.18,,,0.31,,,0.18,,0.32,0.38,,0.42,0.17,0.12,,0.20,0.18,0.14,0.26,0.17,,,,0.16,,,,,0.22,,
Oct-03,0.25,0.20,,,0.12,,0.41,,,,,0.24,,0.19,,,0.27,,,0.18,,0.29,0.38,,0.39,0.16,0.12,,0.18,0.18,0.19,0.26,0.18,,,,0.17,,,,,0.25,,
Nov-03,0.25,0.20,,,0.13,,0.37,,,,,0.23,,0.18,,,0.30,,,0.18,,0.31,0.38,,0.43,0.16,0.12,,0.19,0.18,0.20,0.27,0.19,,,,0.15,,,,,0.25,,
Dec-03,0.23,0.20,,,0.12,,0.36,,,,,0.23,,0.17,,,0.29,,,0.18,,0.28,0.37,,0.39,0.15,0.12,,0.16,0.18,0.19,0.26,0.18,,,,0.15,,,,,0.23,,
Jan-04,0.23,0.21,,,0.14,,0.42,,,,,0.23,,0.19,,,0.31,,,0.20,,0.27,0.39,,0.41,0.16,0.12,,0.17,0.18,0.15,0.29,0.18,,,,0.16,,,,,0.24,,
Feb-04,0.25,0.19,,,0.10,,0.35,,,,,0.22,,0.18,,,0.33,,,0.17,,0.27,0.36,,0.38,0.15,0.12,,0.14,0.18,0.16,0.27,0.17,,,,0.16,,,,,0.22,,
Mar-04,0.21,0.20,,,0.12,,0.35,,,,,0.22,,0.17,,,0.31,,,0.14,,0.22,0.34,,0.36,0.15,0.12,,0.20,0.17,0.14,0.23,0.17,,,,0.16,,,,,0.20,,
Apr-04,0.20,0.18,,,0.11,,0.34,,,,,0.20,,0.16,,,0.30,,,0.13,,0.22,0.33,,0.35,0.14,0.12,,0.20,0.17,0.13,0.24,0.15,,,,0.15,,,,,0.17,,
May-04,0.19,0.15,,,0.10,,0.31,,,,,0.18,,0.14,,,0.25,,,0.11,,0.20,0.30,,0.32,0.11,0.11,,0.16,0.15,0.07,0.22,0.14,,,,0.14,,,,,0.15,,
Jun-04,0.18,0.14,,,0.10,,0.29,,,,,0.17,,0.13,,,0.23,,,0.11,,0.17,0.26,,0.29,0.10,0.10,,0.14,0.14,0.10,0.21,0.16,,,,0.13,,,,,0.13,,
Jul-04,0.19,0.14,,,0.10,,0.28,,,,,0.17,,0.14,,,0.24,,,0.11,,0.17,0.26,,0.25,0.10,0.11,,0.14,0.15,0.14,0.21,0.13,,,,0.13,,,,,0.14,,
Aug-04,0.18,0.15,,,0.10,,0.27,,,,,0.17,,0.14,,,0.21,,,0.11,,0.18,0.26,,0.28,0.10,0.11,,0.14,0.15,0.14,0.23,0.14,,,,0.13,,,,,0.14,,
Sep-04,0.19,0.15,,,0.10,,0.27,,,,,0.17,,0.15,,,0.22,,,0.13,,0.18,0.25,,0.28,0.11,0.12,,0.13,0.16,0.06,0.23,0.14,,,,0.13,,,,,0.16,,
Oct-04,0.19,0.14,,,0.10,,0.27,,,,,0.17,,0.16,,,0.19,,,0.13,,0.18,0.25,,0.26,0.12,0.11,,0.14,0.16,0.09,0.23,0.13,,,,0.13,,,,,0.18,,
Nov-04,0.19,0.15,,,0.10,,0.28,,,,,0.17,,0.14,,,0.20,,,0.13,,0.18,0.24,,0.27,0.12,0.11,,0.14,0.15,0.07,0.22,0.15,,,,0.12,,,,,0.17,,
Dec-04,0.19,0.14,,,0.10,,0.27,,,,,0.17,,0.14,,,0.19,,,0.13,,0.17,0.24,,0.26,0.11,0.11,,0.14,0.15,0.09,0.21,0.14,,,,0.11,,,,,0.16,,
Jan-05,0.18,0.14,,,0.10,,0.26,,,,,0.17,,0.13,,,0.19,,,0.12,,0.15,0.24,,0.23,0.11,0.11,,0.13,0.15,0.07,0.21,0.12,,,,0.11,,,,,0.14,,
Feb-05,0.19,0.13,,,0.10,,0.26,,,,,0.17,,0.13,,,0.17,,,0.11,,0.17,0.24,,0.24,0.11,0.10,,0.13,0.14,0.08,0.20,0.12,,,,0.10,,,,,0.15,,
Mar-05,0.18,0.12,,,0.10,,0.24,,,,,0.17,,0.11,,,0.16,,,0.11,,0.19,0.23,,0.23,0.10,0.09,,0.13,0.11,0.09,0.19,0.12,,,,0.09,,,,,0.14,,
Apr-05,0.17,0.11,,,0.10,,0.24,,,,,0.16,,0.12,,,0.16,,,0.11,,0.19,0.21,,0.24,0.10,0.08,,0.11,0.10,0.10,0.18,0.12,,,,0.08,,,,,0.13,,
May-05,0.16,0.11,,,0.10,,0.20,,,,,0.15,,0.12,,,0.14,,,0.11,,0.18,0.20,,0.24,0.09,0.08,,0.11,0.11,0.06,0.18,0.11,,,,0.07,,,,,0.13,,
Jun-05,0.16,0.11,,,0.10,,0.20,,,,,0.15,,0.10,,,0.11,,,0.11,,0.14,0.21,,0.20,0.09,0.09,,0.10,0.12,0.07,0.18,0.10,,,,0.07,,,,,0.13,,
Jul-05,0.16,0.11,,,0.10,,0.21,,,,,0.14,,0.11,,,0.11,,,0.11,,0.15,0.20,,0.19,0.09,0.09,,0.10,0.12,0.07,0.18,0.11,,,,0.07,,,,,0.13,,
Aug-05,0.14,0.11,,,0.10,,0.18,,,,,0.12,,0.11,,,0.10,,,0.11,,0.18,0.19,,0.22,0.09,0.09,,0.10,0.12,0.06,0.18,0.10,,,,0.07,,,,,0.13,,
Sep-05,0.15,0.11,,,0.10,,0.19,,,,,0.13,,0.13,,,0.09,,,0.11,,0.18,0.20,,0.22,0.09,0.09,,0.08,0.13,0.09,0.19,0.11,,,,0.07,,,,,0.13,,
Oct-05,0.15,0.11,,,0.10,,0.18,,,,,0.12,,0.12,,,0.09,,,0.11,,0.18,0.19,,0.22,0.09,0.09,,0.08,0.12,0.09,0.18,0.11,,,,0.07,,,,,0.13,,
Nov-05,0.14,0.11,,,0.10,,0.17,,,,,0.11,,0.12,,,0.10,,,0.11,,0.17,0.19,,0.21,0.08,0.09,,0.07,0.12,0.07,0.18,0.10,,,,0.07,,,,,0.13,,
Dec-05,0.14,0.11,,,0.10,,0.19,,,,,0.12,,0.10,,,0.10,,,0.10,,0.16,0.19,,0.20,0.09,0.09,,0.10,0.13,0.06,0.18,0.11,,,,0.07,,,,,0.13,,
----,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006.1,0.13,0.12,,,0.11,,0.25,,,,,0.11,,0.12,,,0.20,,,0.11,,0.17,0.22,,0.22,0.09,0.11,,0.08,0.12,0.07,0.15,0.10,,,,0.09,,,,,0.11,,
2006.2,0.12,0.23,,,0.15,,0.39,,,,,0.09,,0.20,,,0.36,,,0.10,,0.32,0.21,,0.38,0.09,0.16,,0.07,0.18,0.06,0.13,0.19,,,,0.22,,,,,0.10,,
2006.3,0.12,0.23,,,0.17,,0.40,,,,,0.09,,0.21,,,0.41,,,0.11,,0.25,0.21,,0.28,0.09,0.17,,0.07,0.20,0.07,0.14,0.18,,,,0.23,,,,,0.10,,
2006.4,0.12,0.25,,,0.23,,0.42,,,,,0.09,,0.22,,,0.41,,,0.11,,0.34,0.24,,0.37,0.11,0.19,,0.11,0.20,0.08,0.15,0.21,,,,0.25,,,,,0.11,,
2007.1,0.13,0.12,,,0.10,,0.28,,,,,0.10,,0.11,,,0.29,,,0.12,,0.19,0.25,,0.24,0.11,0.10,,0.10,0.11,0.06,0.14,0.09,,,,0.11,,,,,0.12,,
2007.2,0.11,0.23,,,0.16,,0.44,,,,,0.10,,0.19,,,0.46,,,0.11,,0.35,0.26,,0.41,0.10,0.15,,0.07,0.18,0.06,0.11,0.18,,,,0.24,,,,,0.11,,
2007.3,0.11,0.11,,,0.08,,0.28,,,,,0.09,,0.10,,,0.31,,,0.11,,0.19,0.28,,0.27,0.10,0.08,,0.09,0.08,0.06,0.11,0.09,,,,0.10,,,,,0.11,,
2007.4,0.18,0.12,,,0.12,,0.31,,,,,0.15,,0.11,,,0.34,,,0.13,,0.24,0.35,,0.28,0.16,0.11,,0.14,0.10,0.09,0.13,0.10,,,,0.19,,,,,0.13,,
2008.1,0.26,0.17,,,0.15,,0.39,,,,,0.20,,0.14,,,0.42,,,0.18,,0.37,0.46,,0.41,0.24,0.12,,0.16,0.12,0.17,0.16,0.13,,,,0.23,,,,,0.25,,
2008.2,0.29,0.20,,,0.14,,0.43,,,,,0.22,,0.11,,,0.53,,,0.20,,0.41,0.51,,0.46,0.25,0.12,,0.18,0.13,0.23,0.17,0.13,,,,0.26,,,,,0.29,,
2008.3,0.34,0.21,,,0.15,,0.48,,,,,0.25,,0.14,,,0.60,,,0.25,,0.49,0.54,,0.52,0.29,0.13,,0.20,0.15,0.25,0.20,0.16,,,,0.31,,,,,0.30,,
2008.4,0.43,0.31,,,0.17,,0.57,,,,,0.30,,0.19,,,0.69,,,0.31,,0.57,0.61,,0.56,0.39,0.17,,0.27,0.20,0.37,0.32,0.27,,,,0.38,,,,,0.40,,
2009.1,0.55,0.45,,,0.32,,0.65,,,,,0.41,,0.24,,,0.75,,,0.37,,0.65,0.69,,0.68,0.43,0.24,,0.31,0.32,0.47,0.44,0.36,,,,0.45,,,,,0.47,,
2009.2,0.53,0.38,,,0.25,,0.66,,,,,0.41,,0.23,,,0.76,,,0.35,,0.68,0.68,,0.73,0.41,0.21,,0.32,0.21,0.38,0.40,0.29,,,,0.44,,,,,0.41,,
2009.3,0.48,0.32,,,0.22,,0.63,,,,,0.35,,0.22,,,0.73,,,0.32,,0.65,0.65,,0.70,0.36,0.19,,0.27,0.21,0.33,0.33,0.26,,,,0.39,,,,,0.35,,
2009.4,0.47,0.33,,,0.24,,0.63,,,,,0.35,,0.24,,,0.74,,,0.33,,0.65,0.66,,0.69,0.38,0.19,,0.29,0.21,0.31,0.32,0.26,,,,0.39,,,,,0.39,,
2010.1,0.50,0.34,,,0.25,,0.64,,,0.64,,0.43,0.65,0.24,,,0.77,0.56,0.44,0.28,0.58,0.63,0.68,,0.75,0.38,0.21,,0.34,0.22,0.34,0.34,0.27,,,0.70,0.40,,,,0.66,0.39,,
2010.2,0.46,0.30,,,0.21,,0.62,,,0.62,,0.43,0.67,0.21,,,0.73,0.52,0.42,0.27,0.58,0.60,0.65,,0.68,0.37,0.19,,0.31,0.20,0.25,0.28,0.26,,,0.69,0.40,,,,0.66,0.39,,
2010.3,0.46,0.31,,,0.21,,0.65,,,0.64,,0.38,0.68,0.23,,,0.75,0.56,0.41,0.28,0.60,0.61,0.68,,0.74,0.38,0.22,,0.36,0.21,0.26,0.30,0.28,,,0.71,0.40,,,,0.68,0.40,,
2010.4,0.50,0.33,,,0.26,,0.67,,,0.66,,0.43,0.70,0.25,,,0.76,0.58,0.47,0.33,0.62,0.64,0.70,,0.76,0.40,0.22,,0.37,0.25,0.32,0.35,0.29,,,0.71,0.44,,,,0.71,0.41,,
2011.1,0.53,0.35,,,0.30,,0.69,,,0.71,,0.46,0.68,0.27,,,0.76,0.57,0.48,0.33,0.64,0.63,0.71,,0.76,0.40,0.25,,0.40,0.30,0.37,0.38,0.34,,,0.74,0.47,,,,0.72,0.44,,
2011.2,0.51,0.35,,,0.26,,0.70,,,0.72,,0.46,0.72,0.24,,,0.76,0.56,0.47,0.31,0.64,0.64,0.72,,0.77,0.41,0.24,,0.37,0.22,0.35,0.32,0.32,,,0.75,0.46,,,,0.73,0.41,,
2011.3,0.52,0.36,,,0.27,,0.69,,,0.76,,0.42,0.74,0.25,,,0.74,0.56,0.48,0.33,0.65,0.65,0.72,,0.77,0.42,0.26,,0.40,0.29,0.38,0.34,0.32,,,0.75,0.46,,,,0.73,0.45,,
2011.4,0.55,0.39,,,0.37,,0.71,,,0.75,,0.48,0.75,0.29,,,0.77,0.56,0.50,0.38,0.67,0.66,0.74,,0.78,0.46,0.26,,0.41,0.29,0.41,0.40,0.37,,,0.76,0.51,,,,0.73,0.49,,
2012.1,0.56,0.45,,,0.36,,0.72,,,0.75,,0.51,0.77,0.32,,,0.77,0.54,0.50,0.39,0.67,0.66,0.74,,0.78,0.46,0.29,,0.41,0.33,0.42,0.42,0.35,,,0.77,0.51,,,,0.75,0.50,,
2012.2,0.51,0.38,,,0.26,,0.71,,,0.74,,0.49,0.74,0.27,,,0.77,0.55,0.50,0.35,0.65,0.65,0.74,,0.78,0.44,0.24,,0.41,0.23,0.31,0.32,0.34,,,0.77,0.49,,,,0.73,0.48,,
2012.3,0.49,0.34,,,0.28,,0.69,,,0.74,,0.42,0.76,0.27,,,0.74,0.52,0.45,0.34,0.64,0.63,0.73,,0.77,0.43,0.25,,0.37,0.24,0.30,0.32,0.30,,,0.77,0.46,,,,0.73,0.47,,
2012.4,0.48,0.36,,,0.31,,0.70,,,0.76,,0.44,0.74,0.28,,,0.74,0.50,0.47,0.34,0.63,0.62,0.71,,0.76,0.43,0.22,,0.40,0.24,0.27,0.32,0.34,,,0.73,0.46,,,,0.71,0.48,,
2013.1,0.44,0.32,,,0.28,,0.64,,,0.70,,0.42,0.77,0.24,,,0.68,0.44,0.39,0.28,0.57,0.54,0.62,,0.72,0.38,0.23,,0.34,0.23,0.24,0.30,0.29,,,0.67,0.36,,,,0.70,0.42,,
2013.2,0.36,0.25,,,0.20,,0.61,,,0.70,,0.37,0.71,0.20,,,0.65,0.35,0.34,0.23,0.51,0.49,0.56,,0.69,0.32,0.17,,0.30,0.17,0.18,0.24,0.20,,,0.63,0.29,,,,0.66,0.36,,
2013.3,0.32,0.21,,,0.22,,0.56,,,0.62,,0.27,0.63,0.18,,,0.60,0.30,0.28,0.20,0.46,0.45,0.50,,0.64,0.27,0.16,,0.23,0.15,0.18,0.22,0.18,,,0.56,0.31,,,,0.61,0.30,,
2013.4,0.32,0.23,,,0.24,,0.55,,,0.63,,0.30,0.67,0.19,,,0.60,0.29,0.29,0.20,0.47,0.43,0.51,,0.62,0.28,0.16,,0.24,0.16,0.18,0.23,0.17,,,0.56,0.30,,,,0.60,0.31,,
2014.1,0.33,0.22,,,0.24,,0.54,,,0.64,,0.31,0.61,0.15,,,0.58,0.23,0.28,0.21,0.45,0.42,0.50,,0.61,0.27,0.15,0.42,0.24,0.14,0.18,0.22,0.20,,,0.53,0.29,0.46,,,0.59,0.29,,
2014.2,0.30,0.18,,,0.19,,0.53,,,0.64,,0.30,0.50,0.14,,,0.57,0.26,0.25,0.20,0.44,0.41,0.48,,0.58,0.26,0.10,0.40,0.23,0.14,0.18,0.19,0.18,,,0.50,0.29,0.45,,,0.56,0.28,,
2014.3,0.29,0.21,,,0.20,,0.53,,,0.64,,0.25,0.51,0.15,,,0.55,0.27,0.21,0.20,0.44,0.41,0.48,,0.57,0.25,0.12,0.40,0.24,0.15,0.14,0.21,0.17,,,0.49,0.29,0.44,,,0.56,0.27,,
2014.4,0.31,0.20,,,0.23,,0.53,,,0.64,,0.28,0.50,0.15,,,0.53,0.27,0.24,0.21,0.45,0.41,0.49,,0.57,0.27,0.11,0.41,0.26,0.15,0.21,0.22,0.17,,,0.50,0.29,0.44,,,0.56,0.29,,
2015.1,0.34,0.25,0.55,0.47,0.42,0.45,0.51,0.43,0.47,0.62,0.49,0.31,0.51,0.19,0.48,0.40,0.60,0.29,0.29,0.22,0.46,0.42,0.49,0.35,0.58,0.28,0.12,0.39,0.30,0.14,0.16,0.22,0.22,0.53,0.54,0.48,0.31,0.43,0.55,0.62,0.57,0.28,0.42,0.55
2015.2,0.30,0.20,0.56,0.44,0.34,0.42,0.50,0.43,0.54,0.62,0.44,0.30,0.50,0.17,0.45,0.33,0.55,0.27,0.24,0.21,0.44,0.40,0.47,0.34,0.56,0.25,0.10,0.46,0.28,0.13,0.15,0.19,0.20,0.51,0.59,0.46,0.27,0.47,0.57,0.58,0.54,0.25,0.38,0.53
2015.3,0.29,0.20,0.49,0.42,0.34,0.43,0.49,0.41,0.53,0.60,0.41,0.24,0.49,0.19,0.42,0.30,0.55,0.27,0.23,0.20,0.44,0.39,0.46,0.33,0.54,0.24,0.11,0.44,0.27,0.13,0.17,0.19,0.19,0.51,0.53,0.45,0.26,0.46,0.54,0.57,0.53,0.25,0.36,0.51
2015.4,0.30,0.22,0.50,0.43,0.38,0.44,0.49,0.42,0.55,0.61,0.40,0.27,0.48,0.17,0.45,0.29,0.55,0.25,0.21,0.21,0.44,0.39,0.46,0.30,0.53,0.25,0.11,0.46,0.26,0.14,0.20,0.20,0.21,0.51,0.53,0.46,0.28,0.45,0.51,0.57,0.54,0.26,0.39,0.53
2016.1,0.34,0.26,0.50,0.43,0.40,0.39,0.52,0.42,0.55,0.58,0.47,0.31,0.50,0.20,0.52,0.30,0.55,0.27,0.23,0.23,0.48,0.43,0.48,0.36,0.57,0.29,0.13,0.47,0.27,0.16,0.21,0.22,0.18,0.50,0.55,0.48,0.28,0.50,0.57,0.60,0.52,0.30,0.38,0.49
2016.2,0.31,0.23,0.50,0.43,0.35,0.38,0.48,0.42,0.55,0.54,0.44,0.30,0.51,0.18,0.51,0.34,0.51,0.25,0.26,0.22,0.47,0.41,0.46,0.36,0.56,0.28,0.13,0.45,0.27,0.14,0.19,0.19,0.17,0.48,0.54,0.45,0.26,0.48,0.55,0.60,0.50,0.33,0.36,0.47
2016.3,0.31,0.24,0.53,0.44,0.37,0.40,0.50,0.40,0.56,0.58,0.46,0.26,0.48,0.19,0.50,0.33,0.51,0.25,0.25,0.23,0.47,0.42,0.46,0.34,0.55,0.28,0.14,0.45,0.27,0.15,0.20,0.22,0.18,0.48,0.51,0.45,0.27,0.49,0.51,0.59,0.50,0.34,0.36,0.46
2016.4,0.31,0.22,0.50,0.41,0.39,0.39,0.49,0.40,0.55,0.56,0.44,0.28,0.49,0.20,0.51,0.32,0.48,0.27,0.26,0.22,0.47,0.41,0.46,0.34,0.54,0.27,0.13,0.44,0.27,0.15,0.21,0.22,0.17,0.46,0.53,0.45,0.26,0.48,0.52,0.60,0.49,0.33,0.37,0.45
2017.1,0.32,0.21,0.47,0.41,0.37,0.43,0.48,0.36,0.55,0.53,0.43,0.29,0.47,0.18,0.45,0.26,0.50,0.23,0.24,0.21,0.45,0.39,0.46,0.32,0.52,0.28,0.13,0.45,0.26,0.15,0.14,0.19,0.17,0.49,0.48,0.45,0.25,0.48,0.53,0.55,0.52,0.28,0.37,0.44
2017.2,0.29,0.19,0.42,0.39,0.31,0.40,0.47,0.36,0.54,0.52,0.38,0.28,0.44,0.17,0.46,0.27,0.48,0.21,0.25,0.21,0.43,0.39,0.45,0.33,0.51,0.26,0.12,0.43,0.26,0.14,0.16,0.17,0.17,0.47,0.47,0.44,0.25,0.47,0.53,0.57,0.52,0.27,0.35,0.43
2017.3,0.28,0.20,0.44,0.40,0.33,0.41,0.45,0.33,0.53,0.52,0.38,0.22,0.44,0.18,0.45,0.28,0.47,0.22,0.26,0.21,0.44,0.38,0.43,0.31,0.51,0.26,0.13,0.41,0.23,0.15,0.20,0.17,0.17,0.48,0.49,0.43,0.25,0.46,0.51,0.56,0.51,0.27,0.34,0.43
2017.4,0.29,0.20,0.44,0.39,0.34,0.42,0.46,0.34,0.54,0.52,0.36,0.25,0.47,0.18,0.48,0.28,0.48,0.21,0.25,0.21,0.44,0.38,0.43,0.31,0.50,0.26,0.12,0.41,0.24,0.14,0.18,0.15,0.17,0.47,0.51,0.44,0.23,0.45,0.52,0.56,0.52,0.26,0.34,0.42
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
